Open,High,Low,Close*,Volume(T)
11920.8,12068.6,11160.0,11415.27,30.548
11394.36,11950.0,10005.0,10132.29,44.275
10276.6,11474.99,9895.22,10479.1,37.105
10473.71,10634.4,9813.0,10138.75,33.28
10164.18,10564.8,9813.0,10278.44,13.97
10255.76,10410.9,9880.0,10363.67,19.265
10384.43,10440.91,9819.83,10121.18,25.432
10092.76,10349.99,9983.34,10223.99,15.403
10320.64,10501.25,10226.25,10351.72,14.671
10375.0,10411.44,10200.0,10395.99,10.808
10395.37,10483.23,10276.19,10439.3,9.499
10447.27,10582.36,10211.0,10322.82,14.032
10327.94,10760.62,10211.0,10659.04,19.064
10674.97,10950.0,10253.0,10778.65,18.42
10781.4,11099.95,10613.18,10963.02,17.318
10950.54,11099.95,10662.02,10925.13,14.537
10942.0,11044.0,10735.55,10922.93,12.696
10935.06,11179.9,10813.0,11086.59,8.411
11079.78,11179.9,10759.37,10934.99,9.714
10906.88,10994.0,10180.0,10450.97,24.692
10422.93,10994.0,10180.0,10523.1,13.233
10529.87,10541.25,10380.49,10451.68,7.683
10529.93,10795.87,10135.22,10727.3,28.339
10734.54,10795.87,10230.94,10684.31,24.793
10686.08,10832.3,10669.0,10748.23,28.665
10732.23,10806.32,10595.24,10770.57,6.356
10776.61,10964.3,10595.24,10689.06,13.27
10686.84,10956.11,10621.22,10841.27,12.25
10842.38,10847.0,10657.04,10776.99,10.194
10818.75,10934.11,10427.75,10599.07,20.993
10597.69,10668.56,10363.76,10566.61,16.475
10560.98,10606.36,10498.02,10550.75,5.151
10538.29,10697.0,10521.87,10667.87,5.627
10671.53,10795.0,10621.12,10780.5,8.816
10671.53,10795.0,10621.12,10780.5,8.816
10792.8,10803.6,10524.0,10591.92,12.325
10597.57,10800.0,10524.0,10671.0,9.971
10658.89,10963.16,10532.11,10885.71,16.552
10935.05,11111.11,10532.11,11068.01,14.457
11059.54,11498.98,10834.49,11297.89,14.674
11313.62,11444.25,11276.28,11390.5,8.198
11370.71,11736.02,11187.6,11545.27,16.931
11526.61,11561.45,11312.59,11427.35,13.266
11422.76,11567.9,11290.83,11419.61,8.011
11425.0,11641.38,11255.3,11493.73,12.753
11485.32,11550.01,11201.0,11332.05,14.344
11320.45,11421.0,11264.75,11369.61,5.198
11364.93,11500.0,11264.75,11490.2,5.595
11505.07,11833.0,11350.37,11746.6,15.38
11759.47,12070.0,11416.04,11917.32,20.2
11905.37,13250.04,11902.59,12818.49,45.734
12830.63,13250.04,11902.59,12982.64,27.755
12948.08,13037.0,12722.72,12948.86,15.462
12934.46,13175.0,12884.31,13129.17,10.51
13130.71,13361.0,12884.31,13041.47,13.566
13027.98,13250.0,12785.0,13074.5,17.852
13062.66,13794.8,13062.65,13678.2,26.101
13671.1,13863.87,12891.57,13283.77,31.003
13270.62,13648.66,12975.0,13471.8,16.658
13453.0,13687.82,12975.0,13607.36,23.446
13566.61,14098.92,13131.31,13818.62,18.584
13786.08,13906.74,13630.05,13733.96,9.126
13800.0,13840.0,13215.0,13600.01,18.337
13575.91,14081.45,13215.0,13987.1,19.71
14022.64,14273.6,13290.0,14133.62,25.614
14153.08,15775.0,13530.01,15571.46,47.452
15609.41,15977.67,15190.36,15601.06,37.138
15593.51,15779.24,14310.0,14852.83,32.221
14794.08,15666.0,14721.9,15517.0,17.054
15512.98,15856.9,14817.14,15326.93,30.682
15319.11,15481.06,15090.08,15293.43,18.92
15300.07,16000.0,15293.04,15719.54,19.47
15705.73,16370.89,15293.04,16285.72,33.32
16326.47,16491.92,15975.0,16343.55,21.855
16339.56,16491.92,15708.24,16097.17,14.073
16086.13,16339.56,15708.24,15992.9,9.085
15936.27,16892.9,15878.4,16727.41,21.719
16735.23,17880.0,16555.46,17677.62,36.984
17695.92,18488.0,17205.02,17847.05,49.601
17796.31,18488.0,17205.02,17817.61,25.659
17859.24,18830.3,17764.76,18668.3,26.791
18687.73,18980.0,18350.0,18744.04,20.256
18694.98,18980.0,17610.77,18454.35,23.449
18437.18,18777.77,18001.0,18366.4,26.683
18397.86,19469.0,18001.0,19136.97,39.991
19179.74,19500.0,18052.02,18826.42,30.657
18725.9,18915.48,16200.0,17080.13,75.242
17138.21,17477.0,16400.0,17084.04,33.141
17130.74,17933.25,16880.0,17706.25,19.591
17737.0,18359.0,17535.26,18180.27,15.49
18189.75,19882.1,17535.26,19749.99,43.269
19671.23,19947.5,18109.0,18870.01,48.94
18662.46,19350.0,18335.0,19247.29,25.652
19214.91,19625.64,18335.0,19459.13,20.571
19436.35,19546.46,18576.05,18675.76,23.708
19436.35,19546.46,18576.05,18675.76,23.708
18664.95,19546.46,18501.0,19139.13,10.155
19229.48,19430.25,18878.0,19329.53,28.437
19395.0,19430.38,18878.0,19199.4,12.943
19175.08,19299.51,18200.0,18334.14,22.058
18301.95,18647.33,17639.0,18555.49,30.269
18528.0,18549.07,17905.0,18270.0,20.883
18257.88,18291.49,17580.0,18084.99,23.67
18118.76,18955.34,18072.8,18810.75,13.919
18795.5,19421.03,18072.8,19169.15,16.307
19157.75,19421.03,18730.0,19283.41,13.251
19265.02,19565.0,19051.27,19441.78,22.328
19452.02,21569.94,19300.0,21403.57,46.604
21414.47,23776.94,21252.01,22833.86,76.62
22809.73,23280.0,22329.0,23080.0,33.167
23162.19,24200.0,22329.0,23864.01,28.201
23877.36,24300.0,22770.0,23548.21,21.945
23405.42,24118.75,21913.84,22841.45,39.748
22711.82,23818.37,22380.05,23736.14,25.585
23802.3,24090.0,22600.0,23259.58,35.233
23105.27,23770.89,22712.89,23746.97,22.588
23728.63,24770.95,22712.89,24699.68,23.139
24600.0,26822.0,24490.01,26461.68,35.684
26533.31,28387.0,25772.55,26387.26,56.548
26202.44,27477.0,26056.4,27085.0,31.383
26996.27,27314.0,25833.73,27314.0,30.598
27430.16,29018.26,27311.73,28817.0,40.181
28900.0,29321.9,27311.73,29000.44,37.993
28991.73,29688.88,28000.0,29363.16,29.199
29315.33,33300.0,29039.0,32473.19,50.421
32247.54,34810.0,32008.62,33265.61,101.196
33064.7,33666.99,27678.0,31964.43,65.589
32236.43,34499.67,29891.13,34128.85,57.107
34080.01,36898.0,33352.54,36873.42,61.992
37149.99,40425.0,36200.0,39219.74,70.326
39479.12,41986.37,36565.08,40717.06,68.507
40929.11,41419.15,38765.2,40392.13,28.727
40483.25,41452.12,34500.0,38472.27,60.941
37751.82,38029.43,30100.0,35508.35,141.86
35371.0,36604.51,32500.0,33802.65,67.795
33699.88,37888.0,32309.04,37239.13,57.472
37897.62,40127.66,36751.11,39147.49,45.768
39348.0,39697.0,34298.93,36820.55,54.444
36874.53,39697.0,34298.93,36178.91,32.066
35796.8,36860.0,33850.03,35926.39,30.21
35640.57,37402.0,34736.46,36681.48,26.293
36843.7,37857.0,36055.08,36341.22,27.762
36011.39,37857.0,33387.01,35611.16,38.043
35389.82,35459.16,30011.0,31106.34,75.215
30484.1,33867.0,28732.0,32938.35,81.159
32722.44,33488.79,31432.19,32089.28,23.734
32127.23,33488.79,30931.21,32382.54,14.572
32234.36,34888.0,31920.8,32424.2,33.788
32303.28,34888.0,30816.2,32566.34,33.801
32410.13,32497.09,29156.0,30281.52,57.06
30375.78,34000.0,29902.14,33438.58,47.442
33682.93,38664.33,31990.0,34298.26,94.447
34337.45,38664.33,31990.0,34321.15,29.618
34318.92,34900.0,32200.0,33132.71,22.393
33130.41,34728.57,32200.0,33514.7,27.726
33582.94,36000.0,33130.41,35630.39,25.834
33582.94,36000.0,33130.41,35630.39,25.834
35406.57,37698.74,35393.8,37500.0,31.113
37910.35,38769.0,36156.45,36952.76,41.768
37052.57,38349.0,36605.87,37981.61,24.502
38569.23,41000.0,38298.02,39285.28,38.943
39355.71,41000.0,37371.35,39026.33,26.774
38929.49,46750.0,37371.35,46109.17,62.417
47149.45,48200.0,45020.0,46605.43,49.829
46574.36,48200.0,43706.86,44874.83,34.15
44926.72,48690.0,43706.86,47820.0,36.364
48302.73,48912.0,46300.0,47500.48,30.82
47470.01,48912.0,46300.0,47119.95,16.497
47123.11,49700.0,47114.63,48820.26,20.506
48770.66,49093.44,45850.35,47879.91,25.972
47902.69,50556.08,47051.22,49141.67,31.424
49437.94,52727.04,48942.87,52152.34,36.429
52295.9,52549.99,50875.0,51655.22,21.889
51603.01,56370.05,50500.0,55788.7,35.0
56248.51,57563.57,53961.9,55982.76,19.901
55750.01,58367.0,55531.23,57473.62,18.658
57529.45,58367.0,47000.0,54012.4,32.788
57473.48,57529.45,44888.08,48434.83,103.364
48684.79,51415.41,47002.0,49678.05,41.071
49732.51,52107.83,47002.0,47087.46,38.387
46956.87,48464.64,44150.0,46198.26,49.625
46578.74,48380.14,45022.9,46101.0,8.994
46173.4,46656.0,43016.0,45129.66,31.775
45147.78,49829.0,43016.0,49711.56,35.447
49645.04,50250.0,45042.13,48367.05,25.244
48308.53,52666.0,48161.75,50767.0,30.889
50435.47,52666.0,47502.0,48444.28,33.316
48471.54,51798.33,46219.32,48825.75,35.221
48843.93,49473.99,46219.32,48907.24,16.24
48860.01,51350.1,47077.0,51200.0,19.193
51105.49,52359.81,48860.01,52338.67,25.13
52359.01,54880.0,51845.01,54686.76,28.992
54880.27,57402.14,53025.0,56106.5,33.762
55623.23,58113.0,54283.0,57824.56,31.097
57715.01,58069.5,55040.2,57305.27,12.167
56892.68,61788.45,56083.74,61221.98,29.225
61203.46,61680.0,59291.23,59564.59,17.326
59258.51,60601.07,54568.0,55674.63,41.247
55944.49,56839.43,53221.0,56431.76,32.378
57027.53,58980.14,54138.01,58718.28,28.961
59278.21,60100.0,56996.15,57857.49,28.718
57583.43,59461.99,56260.0,58305.46,20.238
57985.85,59928.0,57876.34,58290.43,13.05
58050.0,58651.22,55543.89,57413.12,15.551
57125.0,58421.68,53739.5,54606.72,26.927
54212.65,55858.0,53000.0,54602.32,25.798
54590.45,57209.97,51641.8,52690.2,29.766
52225.94,53238.0,50305.0,51399.81,38.177
51843.78,54911.0,51553.68,54893.03,24.541
55448.85,56640.0,53966.0,55880.58,16.141
55954.72,56587.08,54701.0,55741.48,13.575
55757.01,58400.0,54900.0,57710.8,25.71
57591.38,59397.48,57000.0,58669.6,19.357
58819.99,59800.0,56873.8,58821.09,24.771
59043.16,59474.94,57930.0,58752.7,12.897
58663.46,60055.02,58441.88,59042.36,15.244
59033.9,59752.0,56943.0,57061.9,12.177
59033.9,59752.0,56943.0,57061.9,12.177
56882.52,58500.0,56468.4,58229.8,8.429
58307.47,59251.76,56817.64,58697.13,13.579
59272.52,59475.0,57333.33,58044.12,13.98
58012.51,58630.0,55400.0,56273.66,23.226
55790.0,58152.0,55700.0,58004.02,11.772
58074.32,58869.69,57670.51,58126.87,11.441
58079.46,61218.97,57875.41,59764.67,19.795
59667.52,60658.89,59177.06,59960.02,10.759
60237.68,61199.0,59369.0,59916.62,16.527
59881.48,63882.5,59781.2,63431.38,25.819
63485.71,64900.0,61290.0,62785.88,30.394
63225.96,63831.82,62036.73,63229.04,14.202
63300.96,63604.34,60048.43,61513.19,25.264
61547.16,62572.48,59700.0,60317.61,15.167
60130.1,60437.97,51751.1,56447.07,40.29
56126.47,57600.0,54187.85,55833.01,24.435
55361.06,57111.0,53430.01,56356.79,25.55
56556.06,56810.56,53620.91,54100.01,22.387
53600.01,55469.98,50500.0,51677.27,29.635
51444.02,52147.52,47464.65,50971.24,47.495
50836.24,51056.56,48726.87,50207.1,15.525
50120.77,50591.38,47044.01,48951.1,20.064
49112.6,54400.0,48817.62,53973.61,40.691
53848.42,55509.39,53321.0,55011.63,17.45
55118.25,56500.0,53868.4,54817.65,19.84
54786.99,55226.86,52369.61,53667.01,19.258
53538.61,57987.23,53068.43,57974.24,22.941
57892.92,58550.0,57050.94,57871.11,13.619
57847.86,57959.5,56072.0,56607.34,10.228
56849.47,58986.0,56500.0,57261.44,19.21
56836.07,57214.4,53200.0,53367.59,25.277
53614.75,57999.8,53000.0,57275.16,25.987
57422.69,58420.2,55309.0,56650.03,18.325
56256.47,58735.95,55300.0,57395.38,23.92
57540.01,59559.84,56980.01,58765.57,21.298
58929.47,59318.35,56445.99,58242.58,21.552
58267.11,59598.8,53643.36,56010.2,23.474
55801.77,56959.4,54500.0,56636.6,13.59
56736.1,58041.0,50111.0,51149.77,24.5
47514.77,52500.0,45149.11,49488.52,41.265
49906.28,51569.56,48886.0,50016.43,25.646
50068.7,50827.3,46622.08,46972.2,27.005
47060.52,49828.8,43838.4,46011.46,22.645
46350.0,46648.5,42111.2,43675.27,33.929
43282.26,45851.0,42300.0,43118.47,36.015
42609.53,43587.1,30423.05,37501.86,51.814
37287.54,42605.0,35000.0,40431.34,56.951
41052.4,42275.99,33550.0,36933.91,59.326
38121.29,38593.64,37253.08,37599.44,32.956
37012.91,38295.33,31111.0,35022.57,57.85
35210.6,39966.87,34407.17,38681.64,54.98
39073.6,39878.51,36481.26,38237.48,34.411
38375.83,40900.0,37837.36,39327.51,35.699
39182.36,40440.95,37191.99,38638.48,26.348
38193.83,38900.0,34688.0,35709.19,42.834
35804.11,37325.0,33650.86,34550.0,31.295
34337.13,36500.0,33333.0,35641.46,20.658
35523.99,37534.09,34183.0,37396.23,25.89
37540.82,37915.62,35669.14,36689.17,21.08
36646.87,38237.37,35920.0,37679.51,22.104
36646.87,38237.37,35920.0,37679.51,22.104
37702.12,39489.82,37184.88,39159.94,19.944
38982.14,39249.8,35593.22,36925.72,25.156
36841.66,37921.35,34832.17,35419.73,19.216
35506.21,36479.5,35258.0,35769.62,12.066
35808.49,36812.39,33555.34,33698.72,23.377
33809.51,34069.0,31004.95,33478.89,73.922
33205.63,37573.99,32408.53,37453.07,37.019
37521.3,38425.67,35800.0,36839.24,30.527
36565.02,37695.0,35952.7,37347.9,14.681
37283.5,37449.5,34635.47,35542.14,19.912
35434.41,39396.0,34780.57,38854.01,23.199
39159.41,41076.03,38734.1,40524.39,30.977
40269.93,41322.55,39510.98,40303.15,23.261
40088.49,40499.0,38105.0,38292.49,25.598
38365.58,39554.98,37365.63,38094.5,21.675
37943.63,38216.22,35153.16,35754.79,31.723
35727.26,36457.18,34833.26,35485.84,21.193
35602.67,36139.73,33347.05,35653.63,28.122
35661.39,35741.54,31259.0,31572.69,56.868
31582.03,33352.0,28811.98,32458.0,40.965
32223.7,34817.81,31729.98,33653.08,20.173
33557.91,35288.7,32300.0,34641.11,21.796
34832.3,35500.0,31300.0,31806.51,33.087
31445.03,32711.68,30173.49,31839.1,24.226
32091.17,34704.79,32002.21,34512.48,18.875
34629.98,35301.43,33864.99,34381.42,19.161
34641.49,36675.0,34233.35,35915.76,23.262
35737.62,36094.42,34033.0,35136.61,23.063
34919.01,35034.18,32703.48,33605.79,18.48
33552.99,34000.0,32704.73,33788.22,15.131
33898.66,34953.07,33320.0,34650.0,9.309
34642.73,35951.0,34390.53,35317.95,7.999
35116.42,35159.31,33156.86,33917.98,12.534
33843.93,35113.4,33300.0,34040.52,14.196
34236.38,35077.46,33770.01,33962.1,12.764
33863.82,33900.12,32111.0,32885.82,20.054
32756.5,34100.0,32255.24,33881.34,11.881
33875.45,34267.14,33027.83,33632.87,8.162
33522.02,34607.37,33333.33,34276.7,8.711
34303.07,34670.0,32665.0,33138.1,12.858
32915.08,33337.61,32201.12,32553.26,12.77
32754.24,33125.55,31600.0,32760.94,13.781
32803.98,33187.6,31064.77,31575.28,14.899
31676.67,32259.16,31025.42,31383.46,14.127
31492.44,31949.99,31179.01,31540.01,8.385
31598.6,32450.0,31200.0,31867.07,7.231
31700.17,31887.82,30439.99,30878.02,13.59
30833.83,31052.65,29301.56,29800.0,24.63
29841.75,32814.09,29501.02,32180.66,21.944
31989.85,32611.84,31729.68,32334.68,10.761
32380.63,33529.9,32000.0,33510.7,11.603
33530.06,34525.0,33424.7,34262.17,11.897
34270.26,35291.08,33888.89,35225.94,11.462
35335.41,40593.93,35291.63,37302.71,49.937
37168.72,39460.16,36413.26,39029.98,29.801
39477.06,40925.56,38803.34,40006.28,33.517
39860.7,40644.85,39229.47,39960.84,14.782
39930.23,42000.0,38342.0,41954.78,19.612
42135.63,42215.0,41064.11,41801.08,12.481
41339.92,42605.64,39549.71,39900.01,13.993
41339.92,42605.64,39549.71,39900.01,13.993
39968.89,40459.68,38690.0,39217.93,16.444
38978.89,39785.3,37627.21,38283.95,19.038
38104.72,39965.1,37509.0,39729.16,19.328
39669.99,41447.89,37300.0,40901.54,33.799
40972.83,43332.29,39876.74,42829.92,26.838
42814.74,44580.0,42607.0,44481.9,12.406
44500.0,45363.83,43131.97,43761.73,23.589
43960.4,46497.42,42821.3,46167.6,25.682
46298.02,46696.54,44650.27,45501.03,17.177
45623.06,46781.09,45350.74,45660.33,14.874
45620.0,46223.95,43714.36,44446.17,17.219
44558.68,47953.9,44249.64,47745.87,16.959
47739.47,48166.0,46034.93,47124.01,11.157
47160.62,47400.0,45525.19,47006.65,10.269
47097.14,48076.52,45676.91,45993.73,13.54
45880.01,47174.62,44405.39,44633.33,16.429
44868.05,46035.27,44216.47,44942.64,13.869
44840.79,47088.08,43955.0,46600.01,15.452
46828.5,49400.0,46644.95,49082.7,17.151
49325.95,49821.92,48285.28,48981.21,12.641
48818.92,49526.13,48102.89,49362.04,8.208
49396.56,50505.0,49012.84,49494.35,14.504
49547.24,49875.9,47635.0,47660.77,15.263
47904.2,49277.0,47122.02,48969.43,12.563
49047.02,49365.1,46373.48,47315.93,15.425
47014.05,49185.12,46361.01,49065.81,12.421
49149.55,49309.83,48370.0,48894.81,6.574
48917.82,49667.1,47801.0,48953.59,9.737
48761.48,48906.51,46866.0,46975.01,15.119
46893.5,48259.68,46708.93,47270.45,15.22
47250.01,49125.0,46537.62,48710.19,15.704
48770.54,50392.19,48620.73,49361.94,18.1
49278.01,51064.44,48349.66,49990.31,18.462
49962.15,50558.75,49433.42,50058.11,10.525
49962.51,51907.08,49500.0,51766.56,9.953
51815.34,52802.03,51020.08,52649.37,12.492
52707.18,52944.96,42830.77,46899.0,37.215
46737.53,47381.47,44423.49,46089.01,24.413
46140.15,47400.0,45511.82,46352.73,17.199
46420.04,47040.76,44140.48,44812.75,18.45
44853.71,45989.94,44730.29,45069.54,7.747
45129.69,46462.98,44754.31,46136.79,7.781
46139.19,46844.0,43465.0,45044.87,17.928
45008.55,47274.92,44679.92,47020.66,15.239
47130.12,48475.0,46705.0,48031.7,15.59
48168.87,48499.99,47020.82,47823.81,14.238
47713.4,48176.64,46752.67,47275.38,11.31
47207.75,48825.62,47050.0,48201.78,9.16
48364.75,48379.19,46850.87,47175.19,8.573
47206.55,47295.0,42500.0,42908.06,30.499
42588.02,43639.88,39642.2,40344.81,33.57
41047.73,44035.44,40570.42,43568.92,23.5
43538.97,45000.0,43096.73,44795.48,18.134
44999.94,45200.0,40854.9,42713.2,25.956
42712.87,42998.76,41697.04,42735.25,9.054
42753.95,43937.0,40803.0,43200.37,12.045
43188.29,44366.96,42136.1,42326.01,12.539
42102.74,42780.0,40900.3,40981.39,13.387
41167.16,42638.99,40750.12,41521.51,12.852
41441.45,44110.17,41409.67,43822.43,18.212
41441.45,44110.17,41409.67,43822.43,18.212
43780.28,48500.0,43287.44,48117.27,27.091
48197.02,48359.33,47451.0,47638.98,9.517
47812.85,49300.0,47158.97,48215.11,9.782
48142.37,49505.0,46930.82,49277.64,17.22
49100.24,51906.23,49057.18,51594.79,22.358
51343.82,55757.11,50416.01,55350.96,32.73
55181.63,55286.33,53415.86,53820.37,19.397
53923.02,56000.0,53634.41,53869.91,16.054
53819.64,55500.0,53675.0,55034.19,8.848
54915.12,56545.24,54112.95,54529.99,12.108
54560.46,57833.23,54432.68,57320.34,17.015
57141.83,57673.75,53873.78,56258.18,19.068
56019.87,57771.33,54236.09,57388.02,18.41
57449.53,58520.71,56832.32,57404.72,15.728
57168.72,62910.0,56867.11,61461.37,32.744
61491.16,62350.0,60139.01,60920.83,12.736
60743.93,61649.97,59000.0,61573.57,11.004
61549.71,62675.19,59887.74,61927.56,24.103
61921.44,64500.0,61333.0,64426.03,40.829
64108.63,66999.0,63525.0,66082.67,23.291
65845.64,66650.85,62050.0,62392.23,29.036
62454.1,63750.0,60000.0,60720.01,20.161
60617.64,61750.0,59650.0,61284.42,8.387
61415.0,61491.96,59522.89,60867.13,8.279
60772.14,63726.58,60653.5,62991.42,13.37
62952.01,63290.49,59837.07,60352.53,14.56
60325.73,61488.0,58153.17,58581.09,22.688
58674.06,62333.0,57653.88,60485.54,24.445
60593.73,62974.0,60188.73,62194.46,20.648
62190.01,62277.6,60725.01,61736.39,8.933
62132.49,62427.02,60001.0,61381.61,11.159
61301.85,62500.0,59500.0,61144.91,14.802
60918.08,64300.0,60672.16,63175.19,16.858
63341.7,63568.36,60718.44,63081.37,14.753
62889.41,63114.14,60728.77,61328.59,13.312
61480.78,62638.59,60777.0,61036.73,12.569
60976.37,61599.25,60125.0,61464.86,8.469
61511.02,63110.99,61397.86,62975.51,7.605
63419.28,67792.77,63369.92,67538.77,21.374
67240.41,68568.85,66261.79,66950.69,18.021
67071.42,69000.0,62800.0,64798.63,23.219
64742.91,65600.0,64133.78,64882.0,13.047
64799.89,65477.06,62305.0,64064.64,15.119
64415.27,64990.0,63394.17,64508.71,7.898
64478.26,65330.03,63596.9,65168.89,7.601
65825.49,66339.9,63371.0,63773.8,12.888
63088.65,63288.03,58790.39,60231.33,26.705
59883.27,60824.38,58555.0,60342.19,23.183
60213.62,60977.21,56514.13,56854.04,27.839
56787.17,58412.12,55625.0,58031.22,20.408
58126.73,59885.21,57429.18,59850.0,9.623
59757.42,60057.87,58509.69,58997.63,8.271
58573.91,59526.51,55641.03,56403.21,20.021
56334.49,57886.03,55377.49,57653.14,17.68
57599.99,57742.69,55875.01,57190.31,15.31
57340.58,59445.99,57037.04,58943.19,13.643
59075.57,59187.33,53533.0,53772.97,24.121
53684.56,55316.67,53642.58,54420.3,10.134
54662.12,57490.0,53506.07,57185.87,9.672
57471.08,58908.27,56730.0,57802.69,16.077
57669.08,59249.77,55930.0,56906.04,19.674
56873.01,59118.84,56500.0,57164.39,19.959
57057.81,57423.69,55845.0,56602.52,16.224
56538.05,57534.14,51902.47,53789.56,20.166
53616.32,53876.09,43333.77,48974.02,42.686
49251.72,49783.0,47837.95,49204.58,23.899
49341.87,51105.0,47255.58,50395.3,22.106
50661.61,51995.0,50067.1,50597.22,15.577
50545.58,51247.81,48579.3,50497.3,13.919
50741.5,50830.98,47323.23,47943.55,8.585
47619.71,50148.49,47185.11,47571.67,17.721
47239.07,49517.18,46800.0,49215.05,13.347
49412.17,50787.53,48665.43,50066.31,12.716
50201.84,50218.42,45727.92,46730.02,23.406
46491.63,48686.91,46300.0,48280.96,20.681
48292.33,49500.0,46530.0,48758.43,23.09
48943.76,49466.29,47528.88,47675.12,16.455
47695.6,48001.9,45469.32,46311.87,18.233
46152.15,47356.24,45520.2,46970.65,5.262
46859.13,48300.0,46441.78,46828.52,6.672
46556.47,47548.93,45577.04,46954.37,10.674
46977.6,49339.31,46645.05,49051.62,17.289
48941.16,49599.8,48450.0,48656.11,8.031
48622.2,51397.82,48042.3,50708.89,12.371
50835.55,51878.6,50470.97,50730.77,13.062
50759.2,51171.68,50191.84,50646.01,6.948
50430.48,51295.33,49583.63,50776.62,8.187
50835.2,52100.0,50480.0,50832.08,13.494
50576.9,50688.15,47300.23,47707.68,24.398
47539.61,48149.58,46094.02,46372.75,21.799
46415.01,47926.15,45990.0,47096.13,29.241
47180.51,48574.7,45650.0,46361.81,21.808
46339.77,47967.12,46205.0,47583.31,12.074
47652.24,47989.4,46633.36,47365.19,8.108
47262.81,47583.33,45700.0,46464.05,13.046
46431.9,47532.89,45515.0,45883.46,18.397
45775.36,47076.55,42500.0,43668.12,23.897
43382.58,43794.5,42432.99,43126.76,25.729
43077.85,43085.11,40571.53,41439.2,29.293
41576.63,42318.97,40505.3,41786.05,17.016
41567.0,42831.12,41209.53,41868.39,13.079
41914.14,42250.0,39657.79,41818.62,25.499
41797.92,43130.0,41274.8,42758.16,22.582
42878.86,44342.83,42459.21,43940.49,19.146
43986.7,44453.22,42325.0,42659.78,17.686
42419.57,43473.98,41752.0,43067.81,16.226
43018.19,43819.39,42577.35,43193.94,7.615
43043.49,43497.24,42600.0,43135.7,7.924
43190.51,43200.0,41567.64,42252.35,13.113
42172.61,42692.71,41291.24,42396.68,12.879
42325.4,42586.03,41126.0,41704.68,17.86
41685.01,43511.99,40561.47,40710.01,19.91
40600.55,41127.79,35422.0,36456.24,52.152
36410.54,36746.62,34129.92,35047.89,24.53
35011.13,36555.55,34625.0,36276.86,18.751
36126.44,37501.92,33060.0,36701.97,37.217
36442.91,37579.81,35716.15,37002.08,37.248
36883.09,38953.56,36254.97,36862.65,29.821
36771.97,37240.99,35526.36,37070.17,29.129
37122.74,38023.74,36162.48,37787.9,25.826
37770.48,38748.43,37300.0,38103.0,15.608
